product_id,date,cluster,unit_price,lag_price,price_ratio,month_sin,month_cos,qty,revenue,product_score,freight_price,product_weight_g
bed1,2017-05-01,Cluster_Volume,45.95,45.95,0.3929029499786234,0.49999999999999994,-0.8660254037844387,1,45.95,4.0,15.1,350
bed1,2017-06-01,Cluster_Volume,45.95,45.95,0.3997390169638974,1.2246467991473532e-16,-1.0,3,137.85000000000002,4.0,12.93333333,350
bed1,2017-07-01,Cluster_Volume,45.95,45.95,0.4044301012175444,-0.4999999999999997,-0.8660254037844388,6,275.70000000000005,4.0,14.84,350
bed1,2017-08-01,Cluster_Volume,45.95,45.95,0.41105105142864734,-0.8660254037844385,-0.5000000000000004,4,183.8,4.0,14.2875,350
bed1,2017-09-01,Cluster_Volume,45.95,45.95,0.4606536153094732,-1.0,-1.8369701987210297e-16,2,91.9,4.0,15.1,350
bed1,2017-10-01,Cluster_Volume,45.95,45.95,0.7582508250825083,-0.8660254037844386,0.5000000000000001,3,137.85000000000002,4.0,15.1,350
bed1,2017-11-01,Cluster_Volume,40.53181818,45.95,0.711235775799452,-0.5000000000000004,0.8660254037844384,11,445.84999998,4.0,15.83272727,350
bed1,2017-12-01,Cluster_Volume,39.99,40.53181818,0.7121223760282436,-2.4492935982947064e-16,1.0,6,239.94,4.0,15.23,350
bed1,2018-01-01,Cluster_Volume,39.99,39.99,0.7188998082454457,0.49999999999999994,0.8660254037844387,19,759.8100000000001,4.0,16.53368421,350
bed1,2018-02-01,Cluster_Volume,39.99,39.99,0.7188998082454457,0.8660254037844386,0.5000000000000001,18,719.82,4.0,13.74944444,350
bed1,2018-03-01,Cluster_Volume,39.99,39.99,0.7188998082454457,1.0,6.123233995736766e-17,17,679.83,4.0,16.46235294,350
bed1,2018-04-01,Cluster_Volume,39.99,39.99,0.7269807604908347,0.8660254037844387,-0.4999999999999998,13,519.87,4.0,14.23615385,350
bed1,2018-05-01,Cluster_Volume,39.99,39.99,0.733180235872287,0.49999999999999994,-0.8660254037844387,19,759.8100000000001,4.0,10.25631579,350
bed1,2018-06-01,Cluster_Volume,39.99,39.99,0.7503752814610957,1.2246467991473532e-16,-1.0,5,199.95000000000002,4.0,13.998,350
bed1,2018-07-01,Cluster_Volume,39.99,39.99,0.7597205218212463,-0.4999999999999997,-0.8660254037844388,8,319.92,4.0,20.4175,350
bed1,2018-08-01,Cluster_Volume,39.24,39.99,0.7720356768100733,-0.8660254037844385,-0.5000000000000004,8,313.92,4.0,16.33375,350
bed2,2017-02-01,Cluster_Margin,89.9,89.9,0.9999999999999999,0.8660254037844386,0.5000000000000001,2,179.8,3.9,13.02,1383
bed2,2017-03-01,Cluster_Margin,89.9,89.9,0.9999999999999999,1.0,6.123233995736766e-17,22,1977.8000000000002,3.9,13.65272727,1383
bed2,2017-04-01,Cluster_Margin,89.9,89.9,0.9999999999999999,0.8660254037844387,-0.4999999999999998,34,3056.6000000000004,3.9,15.05,1383
bed2,2017-05-01,Cluster_Margin,89.9,89.9,0.768704574604532,0.49999999999999994,-0.8660254037844387,58,5214.200000000001,3.9,15.01189655,1383
bed2,2017-06-01,Cluster_Margin,89.9,89.9,0.7820791648542846,1.2246467991473532e-16,-1.0,51,4584.900000000001,3.9,14.76921569,1383
bed2,2017-07-01,Cluster_Margin,89.9,89.9,0.7912571512395483,-0.4999999999999997,-0.8660254037844388,60,5394.0,3.9,13.99383333,1383
bed2,2017-08-01,Cluster_Margin,89.9,89.9,0.804210871021445,-0.8660254037844385,-0.5000000000000004,37,3326.3,3.9,14.65675676,1383
bed2,2017-09-01,Cluster_Margin,89.9,89.9,0.9012570188535721,-1.0,-1.8369701987210297e-16,23,2067.7000000000003,3.9,18.77652174,1383
bed2,2017-10-01,Cluster_Margin,89.9,89.9,1.19468438538206,-0.8660254037844386,0.5000000000000001,14,1258.6000000000001,3.9,21.57214286,1383
bed2,2017-11-01,Cluster_Margin,89.9,89.9,1.2240628803764906,-0.5000000000000004,0.8660254037844384,40,3596.0,3.9,16.294,1383
bed2,2017-12-01,Cluster_Margin,88.48823529,89.9,1.2235287100368704,-2.4492935982947064e-16,1.0,18,1592.7882352200002,3.9,18.89833333,1383
bed2,2018-01-01,Cluster_Margin,86.9,88.48823529,1.2194209270779737,0.49999999999999994,0.8660254037844387,17,1477.3000000000002,3.9,19.38352941,1383
bed2,2018-02-01,Cluster_Margin,86.9,86.9,1.2194209270779737,0.8660254037844386,0.5000000000000001,22,1911.8000000000002,3.9,19.20909091,1383
bed2,2018-03-01,Cluster_Margin,86.9,86.9,1.2194209270779737,1.0,6.123233995736766e-17,17,1477.3000000000002,3.9,19.98235294,1383
bed2,2018-04-01,Cluster_Margin,85.045,86.9,1.2144659177456207,0.8660254037844387,-0.4999999999999998,6,510.27,3.9,12.94,1383
bed2,2018-05-01,Cluster_Margin,83.64961538,85.045,1.2106217251129134,0.49999999999999994,-0.8660254037844387,26,2174.88999988,3.9,16.78038462,1383
bed2,2018-06-01,Cluster_Margin,79.9,83.64961538,1.1997597477351218,1.2246467991473532e-16,-1.0,23,1837.7,3.9,23.00565217,1383
bed2,2018-07-01,Cluster_Margin,77.93333333,79.9,1.1937301087425745,-0.4999999999999997,-0.8660254037844388,10,779.3333332999999,3.9,19.952,1383
bed2,2018-08-01,Cluster_Margin,74.0,77.93333333,1.185644093142491,-0.8660254037844385,-0.5000000000000004,7,518.0,3.9,17.25571429,1383
bed3,2017-10-01,Cluster_Margin,99.0,99.0,1.2646370023419202,-0.8660254037844386,0.5000000000000001,8,792.0,3.3,16.35375,1550
bed3,2017-11-01,Cluster_Margin,99.0,99.0,1.29450222883641,-0.5000000000000004,0.8660254037844384,22,2178.0,3.3,18.79636364,1550
bed3,2017-12-01,Cluster_Margin,99.0,99.0,1.3056194128698526,-2.4492935982947064e-16,1.0,7,693.0,3.3,18.66285714,1550
bed3,2018-01-01,Cluster_Margin,98.3,99.0,1.3095608153115148,0.49999999999999994,0.8660254037844387,11,1081.3,3.3,16.39727273,1550
bed3,2018-02-01,Cluster_Margin,92.0,98.3,1.2609073050390607,0.8660254037844386,0.5000000000000001,13,1196.0,3.3,16.19461538,1550
bed3,2018-03-01,Cluster_Margin,92.0,92.0,1.2609073050390607,1.0,6.123233995736766e-17,3,276.0,3.3,14.04333333,1550
bed3,2018-04-01,Cluster_Margin,90.875,92.0,1.262678893983604,0.8660254037844387,-0.4999999999999998,9,817.875,3.3,17.82222222,1550
bed3,2018-05-01,Cluster_Margin,88.24,90.875,1.2493887131389787,0.49999999999999994,-0.8660254037844387,14,1235.36,3.3,9.212857143,1550
bed3,2018-06-01,Cluster_Margin,84.9,88.24,1.2437130719273402,1.2246467991473532e-16,-1.0,14,1188.6000000000001,3.3,17.975,1550
bed3,2018-07-01,Cluster_Margin,84.9,84.9,1.2557726757482828,-0.4999999999999997,-0.8660254037844388,9,764.1,3.3,22.44777778,1550
bed3,2018-08-01,Cluster_Margin,84.9,84.9,1.2854547289795095,-0.8660254037844385,-0.5000000000000004,1,84.9,3.3,4.41,1550
bed4,2017-10-01,Cluster_Volume,45.9,45.9,0.7576341127922971,-0.8660254037844386,0.5000000000000001,29,1331.1,4.2,13.88241379,800
bed4,2017-11-01,Cluster_Volume,44.15444444,45.9,0.7587271262477064,-0.5000000000000004,0.8660254037844384,32,1412.94222208,4.2,13.95875,800
bed4,2017-12-01,Cluster_Volume,45.9,44.15444444,0.7896627682405306,-2.4492935982947064e-16,1.0,12,550.8,4.2,13.6875,800
bed4,2018-01-01,Cluster_Volume,45.9,45.9,0.7969211181202615,0.49999999999999994,0.8660254037844387,19,872.1,4.2,14.18210526,800
bed4,2018-02-01,Cluster_Volume,45.9,45.9,0.7969211181202615,0.8660254037844386,0.5000000000000001,16,734.4,4.2,12.1725,800
bed4,2018-03-01,Cluster_Volume,47.9,45.9,0.8221294124377824,1.0,6.123233995736766e-17,8,383.2,4.2,15.22625,800
bed4,2018-04-01,Cluster_Volume,47.9,47.9,0.8309480440627981,0.8660254037844387,-0.4999999999999998,7,335.3,4.2,19.08428571,800
